Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text,Raktárkészlet
SBB-1-13-2218,SBB / SBB 1 13 2218,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon,0
Jazzrockova-Dilna-Jazzrock-Workshop-11-0572,Various / Jazzrocková Dílna = Jazzrock Workshop 11 0572,1,4761.72,4761.72,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),Panton,0
Nova-Synteza-2-11-0489,"Czechoslovak Radio Jazz Orchestra, The Blue Effect / Nová Syntéza 2 11 0489",1,9920.25,9920.25,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1975<br /><br />0129 
 Insert megvan.szép állapotban van!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),Panton,0
Nova-Synteza-11-0288,The Blue Effect / Nová Syntéza 11 0288,1,27776.7,27776.7,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Good (G),Near Mint (NM or M-),Panton,0
SBB-8-55-631,SBB / SBB 8 55 631,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),AMIGA,0
Karacsonyi-Album-SLPM-17868,"Bojtorján, Halász Judit, Dániel Benkő, Bakfark Consort / Karácsonyi Album SLPM 17868",1,1984.05,1984.05,Új bakelit/vinyl lemezek és CD-k|Jazz,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Favorit,0
Mondd-Mit-Er-Egy-Falat-Kenyer-SLPM-17974,"Various / Mondd, Mit Ér Egy Falat Kenyér? SLPM 17974",1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1985<br /><br />0129 
 Insert megvan.szép állapotban van!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Favorit,0
IX-Magyarorszagi-Tanchaz-Talalkozo,Various / IX. Magyarországi Táncház Találkozó / Ninth Hungarian Dance-House Festival SLPX 18190,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton,0
epdalok-Hungarian-Christmas-Folk-Songs-SLPM-17888,"Márta Sebestyén, Levente Szörényi / Jeles Napok = High Days (Karácsonyi Magyar Népdalok = Hungarian Christmas Folk Songs) SLPM 17888",1,4761.72,4761.72,Új bakelit/vinyl lemezek és CD-k|Hip Hop,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Bravo,0
Ibolyatakaro-SLPX-14126,Vitai Ildikó / Ibolyatakaró SLPX 14126,1,1190.43,1190.43,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton,0
Back-To-The-Egg-EPS-81200,Wings (2) / Back To The Egg EPS-81200,1,11904.3,11904.3,Új bakelit/vinyl lemezek és CD-k|Hip Hop,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129 
 Insert yes, OBI yes! Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"MPL (2), Odeon",0
Fekete-Arany-LPM-001,Aradszky László / Fekete Arany LPM-001,1,4761.72,4761.72,Új bakelit/vinyl lemezek és CD-k|Hip Hop,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Média Kiadó,0
Originalni-Prask-Synkopick-Orchestr-1115-2654,Originální Pražský Synkopický Orchestr / Originální Pražský Synkopický Orchestr 1115 2654,1,1984.05,1984.05,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Supraphon, Gramofonový Klub",0
So-Excited-9113-1524,Pointer Sisters / So Excited 9113 1524,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Opus, RCA",0
Nostalgick-Klavir,"Jiří Malásek, Václav Hybš Orchestra / Nostalgický Klavír / Piano In Nostalgia 1113 2933",1,3174.48,3174.48,Új bakelit/vinyl lemezek és CD-k|Electronic,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon,0
Samantha-Fox-626531,Samantha Fox / Samantha Fox 6.26531,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1987<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Jive, Jive",0
Gloria-Gaynor-11549,Gloria Gaynor / Gloria Gaynor ВТА 11549,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Funk / Soul",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Балкантон,0
Country-SLPX-17695,100 Folk Celsius / Country SLPX 17695,1,1190.43,1190.43,Új bakelit/vinyl lemezek és CD-k|Electronic,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Start (2),0
Barcelona-Gold-9362-45046-1,Various / Barcelona Gold 9362-45046-1,1,2380.86,2380.86,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Warner Bros. Records,0
Film-Melodies-1-13-1805,Helena Vondráčková / Film Melodies 1 13 1805,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon,0
Perfect-Strangers-2420287,Deep Purple / Perfect Strangers 2420287,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1985<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PGP RTB, Polydor",0
Fine-Fine-Line-206-186-320,Andy Fraser / Fine Fine Line 206 186-320,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Island Records, Island Records",0
Heiter-Bis-Wolkig-JA-7029,Westwind (9) / Heiter Bis Wolkig JA-7029,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Ja-Records,0
It-Shouldve-Happened-A-Long-Time-Ago-ECM-1283,Paul Motian Trio / It Should've Happened A Long Time Ago ECM 1283,1,14681.97,14681.97,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"ECM Records, ECM Records",0
Memories-SLPXL-17929,Barbra Streisand / Memories SLPXL 17929,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Gong,0
Cats-SLPM-17837,Andrew Lloyd Webber / Cats SLPM 17837,1,793.62,793.62,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1984<br /><br />0129 
 Insert megvan.szép állapotban van!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Favorit,0
Szivemben-Zengo-Dal-SLPX-17581,Kati Kovács / Szívemben Zengő Dal SLPX 17581,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
Koncert-V-Praze-In-Prague-Live-1113-3278,Johnny Cash / Koncert V Praze = In Prague Live 1113 3278,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"Supraphon, CBS",0
Jennifer-Rush-International-Version-SLPXL-37040,Jennifer Rush / Jennifer Rush (International Version) SLPXL 37040,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Gong, CBS",0
Systems-Of-Romance-26-453-XOT,Ultravox / Systems Of Romance 26 453 XOT,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1978<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van! No insert!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Island Records,0
Doctor-Dream-9113-1148,Miroslav Žbirka / Doctor Dream 9113 1148,1,1190.43,1190.43,Új bakelit/vinyl lemezek és CD-k|Jazz,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Opus,0
From-Abraxas-To-VeracruZ-CBS-SAMP-26011,Santana / From Abraxas To VeracruZ CBS SAMP 26011,1,3571.29,3571.29,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),CBS,0
Noi-Ragazzi-Di-Oggi-64-2402491,Luis Miguel / Noi Ragazzi Di Oggi 64 2402491,1,5952.15,5952.15,Új bakelit/vinyl lemezek és CD-k|Electronic,,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),EMI,0
Recipe-Ferrum-777-VILELP659,Tormentor (2) / Recipe Ferrum! 777 VILELP659,1,17856.45,17856.45,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 2018<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Peaceville,0
Apollo-11-none,Tom WADE Shepherd / Apollo 11 none,1,9920.25,9920.25,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Tom WADE Records,0
God-Created-none,Tom WADE Shepherd / God Created none,1,9126.63,9126.63,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2016<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Tom WADE Records,0
Memento-Mori-19658792641,Depeche Mode / Memento Mori 19658792641,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2023<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Columbia, Sony Music",0
Legacy-DBLP64161,David Bowie / Legacy DBLP64161,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2017<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Parlophone,0
Road-To-Ruin-RR1-6063,Ramones / Road To Ruin RR1 6063,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Sire, Rhino Records (2)",0
Live-1979-RCV1-671073,Bad Company (3) / Live 1979 RCV1 671073,1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Worldwide, 2022<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Swan Song, Rhino Records (2)",0
Memento-Mori-19658784211,Depeche Mode / Memento Mori 19658784211,1,19046.88,19046.88,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2023<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Columbia, Sony Music",0
A-Regi-Szep-Melodiak-LP-005-1,Poór Péter / A Régi Szép Melódiák LP-005,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Média Kiadó,0
The-Piper-At-The-Gates-Of-Dawn-PFRLP1,Pink Floyd / The Piper At The Gates Of Dawn PFRLP1,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Pink Floyd Records, Columbia",0
egends-Playing-The-Songs-Of-Led-Zeppelin-N-79-004,Various / Rock Legends Playing The Songs Of Led Zeppelin N 79 004,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2013<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Delta Entertainment, Cargo Records",0
Az-apostol,"Petőfi Sándor, Bessenyei Ferenc / Az apostol / The Apostle SLPX 13793-95",1,3174.48,3174.48,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Hungaroton,0
The-Neighbourhood-19075833671,The Neighbourhood (3) / The Neighbourhood 19075833671,1,19840.5,19840.5,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2018<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Columbia,0
Musical-Electro-Alchemy-SLPX-12369,Iván Patachich / Musical Electro-Alchemy SLPX 12369,1,13888.35,13888.35,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton,0
Ill-Save-You-All-My-Kisses-123P-834,Dead Or Alive / I'll Save You All My Kisses 12・3P-834,1,7936.2,7936.2,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Epic,0
Faith-KR-1899,Jazz Quartet Of Szekszárd / Faith KR 1899,1,4364.91,4364.91,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Babits Mihály Müvelödési Központ Szekszárd, Babits Mihály Müvelödési Központ Szekszárd",0
Copenhagen-1972-0209633ERE,Deep Purple / Copenhagen 1972 0209633ERE,1,31744.8,31744.8,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2014<br /><br />0129 
 Új fóliás termék! ",,,db,0.2,Mint (M),Mint (M),Ear Music,0
A-Haboru-Borzalmai-Sot-Meg-Rosszabb-TR108LP,A.M.D. (2) / A Háború Borzalmai Sőt Még Rosszabb! TR108LP,1,7936.2,7936.2,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Mint (M),Mint (M),Trottel Records,0
KomolyZene-E-07,Pál Utcai Fiúk / KomolyZene E-07,1,11110.68,11110.68,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Mint (M),Etalon Produkció,0
A-Haboru-Borzalmai-Sot-Meg-Rosszabb-BP-536,A.M.D. (2) / A Háború Borzalmai Sőt Még Rosszabb! BP 536,1,19840.5,19840.5,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Not On Label (A.M.D. (2) Self-released),0
1000-Szent-Igeret-SLPM-37328,Griff (13) / 1000 Szent Igéret SLPM 37328,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Bravo,0
Hej-Jancsika-KAR-LP-028,"Wildfowls, Wildfowls / Hej, Jancsika KAR LP 028",1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2021<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Kept Alive Records,0
Memento-Mori-19658789801,Depeche Mode / Memento Mori 19658789801,1,31744.8,31744.8,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2023<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Columbia, Sony Music",0
Omega-III-MIG02601,Omega (5) / Omega III MIG02601,1,9920.25,9920.25,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2022<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),MIG,0
P-Box-SLPX-17688,Pandora's Box (5) / P. Box SLPX 17688,1,3968.1,3968.1,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Start (2),0
Edda-Muvek-3-SLPM-17773,Edda Művek / Edda Művek 3. SLPM 17773,1,5952.15,5952.15,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
A-Kaktusz-Viraga-SLPM-16756,Various / A Kaktusz Virága SLPM 16756,1,1984.05,1984.05,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Radioton,0
Svitanie-9116-0541,The Blue Effect / Svitanie 9116 0541,1,8729.82,8729.82,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Opus, Opus",0
Non-Stop-SLPM-17927,"Máté Victor, Non-Stop (3) / Non-Stop SLPM 17927",1,3174.48,3174.48,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
The-Budapest-Concert-SLPX-37380,Alex Schiavi / The Budapest Concert SLPX 37380,1,1587.24,1587.24,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Krém,0
Entomologists-Dream-1-15-1335,Traditional Jazz Studio / Entomologist's Dream 1 15 1335,1,3174.48,3174.48,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon,0
Lokd-Ide-A-Kocsmadalok-SLPM-37369,Szabolcs Szörényi / Lökd Ide A ...! Kocsmadalok SLPM 37369,1,3968.1,3968.1,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Favorit,0
Ozvny-Swingu-1115-2917,"Harry James (2), Les Brown / Ozvěny Swingu 1115 2917",1,1984.05,1984.05,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Supraphon, Capitol Records",0
Zodiac-1-15-2015,Jiří Stivín / Zodiac 1 15 2015,1,7142.58,7142.58,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon,0
Malafemmina-SLPXL-37296,Gianna Nannini / Malafemmina SLPXL 37296,1,2777.67,2777.67,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Gong, Polydor",0
Tancujte-S-Nami-4-Dance-With-Us-4-9113-1248,Gustav Brom / Tancujte S Nami 4 = Dance With Us 4 9113 1248,1,1587.24,1587.24,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Opus,0
Variations-On-Classic-4-16-1464,Orchestr Josefa Vobruby / Variations On Classic 4 16 1464,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Supraphon,0
Singing-And-Dancing-1113-2767,Jiří Korn / Singing And Dancing 1113 2767,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon,0
Rock-And-Roll-1113-2888,Olympic (2) / Rock And Roll 1113 2888,1,1587.24,1587.24,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon,0
Keseredes-SLPX-14017,Szélkiáltó Együttes / Keserédes SLPX 14017,1,3174.48,3174.48,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton,0
R-Records-Quarterly-Vol-2-No-4-R-0204,Various / Rē Records Quarterly Vol. 2 No. 4 Rē 0204,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Rē Records, Rē Records",0
The-Xenon-Codex-7-75407-1,Hawkwind / The Xenon Codex 7 75407-1,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),GWR Records,0
Tumba-Francesa-LD-3606,Various / Tumba Francesa LD-3606,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Latin",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Areito,0
Himalaya-Muzyka-Ludowa-Nepalu-ZSX-0700,Unknown Artist / Himalaya - Muzyka Ludowa Nepalu ZSX-0700,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PolJazz, PolJazz",0
Out-Intake-SHARP-040,Hawkwind / Out & Intake SHARP 040,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1987<br /><br />0129 
 Az  eredeti belső tok nincs meg!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),Flicknife Records,0
Kismet-TP-68,Kenneth Alwyn / Kismet TP 68,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"World Record Club, World Record Club",0
Radio-Nieprzemakalnych-LP-130,Various / Radio Nieprzemakalnych LP 130,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Wifon, Wifon",0
Larry-OLeno-Sings-Billy-Strayhorn-PS-1349,"Larry O'Leno, Harold Danko, Rufus Reid, Al Harewood, Lawrence Feldman, Bob Zottola, Dave Glenn / Larry O'Leno Sings Billy Strayhorn PS 1349",1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Painted Smiles Records,0
Diva-QUI-108010,Annie Lennox / Diva QUI 108010,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1992<br /><br />0129 
 Az insert megvan, szép állapotban van.",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Quint,0
Smiler-11550,Rod Stewart / Smiler ВТА 11550,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Балкантон,0
Blues-Spirituals-30-CV-936,"Josh White, The Ronnie Sisters / Blues & Spirituals 30 CV 936",1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Blues",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Musidisc,0
Historia-HEARHU015,Hooligans (2) / História HEARHU015,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2013<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Hear Hungary Music Kft.,0
Frontatvonulas-SLPX-17756,Cseh Tamás / Frontátvonulás SLPX 17756,1,3571.29,3571.29,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Krém,0
Szuvenir-SLPM-37433,Komár László / Szuvenír SLPM 37433,1,3174.48,3174.48,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Hungaroton, Favorit",0
Kolaboracja-II-PSJ-211,Dezerter / Kolaboracja II PSJ-211,1,7142.58,7142.58,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),PolJazz,0
Liebeswalzer-8-56-069,Silly / Liebeswalzer 8 56 069,1,5555.34,5555.34,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),AMIGA,0
In-For-A-Penny-0060438,Arabesque / In For A Penny 0060.438,1,11110.68,11110.68,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Metronome,0
Freudiana-198-79-5415-1,Freudiana / Freudiana 198-79 5415 1,1,19840.5,19840.5,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1990<br /><br />0129 
 Az  eredeti belső tokok is nagyon jó állapotban vannak!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"EMI, EMI, EMI",0
